Wort,Count,Lemma,Pos,Number,Case,Gender,VerbForm,Person,Mood,Tense,Degree,PronType,Foreign,Poss,Definite,Reflex
schwerkraft,2,Schwerkraft,NOUN,Sing,Nom,Fem,,,,,,,,,,
anleitungen,2,Anleitung,VERB,,,,Part,,,,,,,,,
anleitung,2,Anleitung,NOUN,Sing,Nom,Fem,,,,,,,,,,
innen,2,innen,ADV,,,,,,,,,,,,,
verdient,2,verdienen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
gelegenheit,2,Gelegenheit,NOUN,Sing,Nom,Fem,,,,,,,,,,
bringst,2,bringst,ADV,,,,,,,,,,,,,
brachte,2,bringen,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
erreichen,2,erreichen,VERB,,,,Inf,,,,,,,,,
rum,2,Rum,NOUN,Sing,Nom,Neut,,,,,,,,,,
antun,2,antun,VERB,,,,Inf,,,,,,,,,
antrieb,2,Antrieb,NOUN,Sing,Nom,Masc,,,,,,,,,,
phase,2,Phase,NOUN,Sing,Nom,Fem,,,,,,,,,,
folgt,2,folgen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
ersticken,2,ersticken,VERB,,,,Inf,,,,,,,,,
verspreche,2,versprech,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
dadurch,2,dadurch,ADV,,,,,,,,,,,,,
dringend,2,dringend,ADV,,,,,,,,Pos,,,,,
lebende,2,lebend,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
hauptkontrollraum,2,Hauptkontrollraum,NOUN,Sing,Nom,Masc,,,,,,,,,,
gewonnen,2,gewinnen,VERB,,,,Part,,,,,,,,,
eigentlichen,2,eigentlichen,VERB,,,,Inf,,,,,,,,,
gerissen,2,gerissen,ADV,,,,,,,,Pos,,,,,
sicherer,2,sicher,ADV,,,,,,,,Cmp,,,,,
beende,2,beend,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
geredet,2,reden,VERB,,,,Part,,,,,,,,,
fertig,2,fertig,ADV,,,,,,,,Pos,,,,,
spacey,2,spacey,X,,,,,,,,,,Yes,,,
wacey,2,wacey,ADV,,,,,,,,Pos,,,,,
ergibt,2,ergeben,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
orion,2,Orion,NOUN,Sing,Nom,Fem,,,,,,,,,,
etagenbetten,2,etagenbeten,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
stabil,2,stabil,ADV,,,,,,,,Pos,,,,,
sinnlos,2,sinnlos,ADV,,,,,,,,Pos,,,,,
bericht,2,Bericht,NOUN,Sing,Nom,Masc,,,,,,,,,,
holo,2,Holo,PROPN,Sing,Nom,Masc,,,,,,,,,,
linken,2,linken,VERB,,,,Inf,,,,,,,,,
irgendwelche,2,irgendwelcher,PRON,Plur,Nom,,,,,,,Ind,,,,
mistiger,2,mistiger,ADV,,,,,,,,,,,,,
falsch,2,falsch,ADV,,,,,,,,Pos,,,,,
negativ,2,negativ,ADV,,,,,,,,Pos,,,,,
chips,2,Chip,NOUN,Plur,Nom,Masc,,,,,,,,,,
absetzen,2,absetzen,VERB,,,,Inf,,,,,,,,,
sonne,2,Sonne,NOUN,Sing,Nom,Fem,,,,,,,,,,
strahlung,2,Strahlung,NOUN,Sing,Nom,Fem,,,,,,,,,,
angeschlossen,2,anschließen,VERB,,,,Part,,,,,,,,,
einnehmen,2,einnehmen,VERB,,,,Inf,,,,,,,,,
wetterhahn,2,Wetterhahn,NOUN,Sing,Nom,Fem,,,,,,,,,,
beben,2,ebben,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
auftritt,2,auftreten,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
mum,2,mum,PROPN,Sing,Nom,,,,,,,,,,,
einbruchalarm,2,einbruchalarm,ADV,,,,,,,,Pos,,,,,
alpha,2,alpha,ADV,,,,,,,,Pos,,,,,
subunternehmer,2,subunternehmer,ADV,,,,,,,,Pos,,,,,
unbefugte,2,unbefugen,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
wetterfrosch,2,wetterfrosch,ADV,,,,,,,,Pos,,,,,
kritischen,2,kritisch,ADJ,Sing,Gen,Neut,,,,,Pos,,,,,
systeme,2,System,NOUN,Plur,Nom,Neut,,,,,,,,,,
materie,2,Materie,NOUN,Sing,Nom,Fem,,,,,,,,,,
verwandeln,2,verwandeln,VERB,,,,Inf,,,,,,,,,
moos,2,Moos,ADV,,,,,,,,Pos,,,,,
gewinnen,2,gewinnen,VERB,,,,Inf,,,,,,,,,
nervenenden,2,nervenend,ADJ,Plur,Nom,Masc,,,,,Pos,,,,,
gescannt,2,scannen,VERB,,,,Part,,,,,,,,,
unglaublich,2,unglaublich,ADV,,,,,,,,Pos,,,,,
darin,2,darin,ADV,,,,,,,,,,,,,
wellen,2,welle,NOUN,Plur,Nom,Fem,,,,,,,,,,
router,2,Router,NOUN,Sing,Nom,Masc,,,,,,,,,,
wetterfahne,2,wetterfahnen,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
befinden,2,befinden,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
bereiten,2,bereiten,VERB,,,,Inf,,,,,,,,,
kontrollstation,2,Kontrollstation,NOUN,Sing,Nom,Fem,,,,,,,,,,
links,2,links,ADV,,,,,,,,,,,,,
aller,2,aller,DET,Plur,Gen,Masc,,,,,,Ind,,,,
trifft,2,treffen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
schmerzen,2,Schmerz,NOUN,Plur,Nom,Masc,,,,,,,,,,
bezahlt,2,bezahlen,VERB,,,,Part,,,,,,,,,
platte,2,Platte,NOUN,Sing,Nom,Fem,,,,,,,,,,
isle,2,isle,ADV,,,,,,,,Pos,,,,,
of,2,of,PROPN,,,,,,,,,,,,,
sheppy,2,sheppy,ADV,,,,,,,,Cmp,,,,,
durchsucht,2,durchsuchen,VERB,,,,Part,,,,,,,,,
davongemacht,2,davongemachen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
beigebracht,2,beibringen,VERB,,,,Part,,,,,,,,,
auseinandergehen,2,auseinandergeher,VERB,,,,Inf,,,,,,,,,
decke,2,decken,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
moor,2,Moor,X,,,,,,,,,,Yes,,,
kopie,2,Kopie,NOUN,Sing,Nom,Fem,,,,,,,,,,
gibst,2,gibst,ADV,,,,,,,,,,,,,
singen,2,singen,VERB,,,,Inf,,,,,,,,,
geboren,2,gebären,VERB,,,,Part,,,,,,,,,
pint,2,pinen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
sonde,2,sond,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
echten,2,echten,VERB,,,,Inf,,,,,,,,,
befestigte,2,befestigen,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
verteidigende,2,verteidigend,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
fackeln,2,fackeln,VERB,,,,Inf,,,,,,,,,
neutronenflusses,2,neutronenflusses,NOUN,Sing,Nom,Neut,,,,,,,,,,
umgekehrt,2,umgekehrt,ADV,,,,,,,,Pos,,,,,
neiiin,2,Neiiin,PROPN,Sing,Nom,Fem,,,,,,,,,,
cybermats,2,Cybermat,X,,,,,,,,,,Yes,,,
mussten,2,mussn,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
sarkasmus,2,Sarkasmus,NOUN,Sing,Nom,Masc,,,,,,,,,,
yowza,2,Yowza,PROPN,Sing,Nom,,,,,,,,,,,
beginne,2,beginne,VERB,Sing,,,Fin,3,Sub,Past,,,,,,
irrgarten,2,irrgart,ADJ,Plur,Nom,Masc,,,,,Pos,,,,,
wette,2,wettn,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
gas,2,Gas,PROPN,Sing,Nom,,,,,,,,,,,
kopfschmerzen,2,kopfschmerzen,VERB,,,,Inf,,,,,,,,,
happy,2,Happy,PROPN,Sing,Nom,,,,,,,,,,,
birthday,2,Birthday,X,,,,,,,,,,Yes,,,
beenden,2,beenden,VERB,,,,Inf,,,,,,,,,
tragen,2,tragen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
scannte,2,scannen,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
verdammt,2,verdammen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
evakuierung,2,Evakuierung,NOUN,Sing,Nom,Fem,,,,,,,,,,
angegriffen,2,angreifen,VERB,,,,Part,,,,,,,,,
abholen,2,abholen,VERB,,,,Inf,,,,,,,,,
schlau,2,schlau,ADV,,,,,,,,Pos,,,,,
thermostatische,2,thermostatisch,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
gebracht,2,bringen,VERB,,,,Part,,,,,,,,,
hart,2,hart,ADV,,,,,,,,Pos,,,,,
derselbe,2,derselbe,PRON,Sing,Nom,Neut,,,,,,Dem,,,,
brauchst,2,brauchsten,ADV,,,,,,,,,,,,,
verbrannt,2,verbrennen,VERB,,,,Part,,,,,,,,,
einander,2,einander,PRON,Plur,Acc,,,3,,,,Prs,,,,Yes
thermostaten,2,thermostat,VERB,,,,Inf,,,,,,,,,
gerinnsel,2,Gerinnsel,NOUN,Sing,Nom,Fem,,,,,,,,,,
foreman,2,Foreman,PROPN,Sing,Nom,,,,,,,,,,,
empfange,2,empfangen,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
wiederhole,2,wiederholen,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
verrotten,2,verrotten,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
firma,2,Firma,NOUN,Sing,Nom,Fem,,,,,,,,,,
verblasst,2,Verblasst,VERB,,,,Part,,,,,,,,,
explodieren,2,explodier,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
reingelegt,2,reingelegen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
interessehalber,2,interessehalber,PROPN,Sing,Nom,,,,,,,,,,,
hoch,2,hoch,ADV,,,,,,,,Pos,,,,,
menschlichkeit,2,Menschlichkeit,NOUN,Sing,Nom,Fem,,,,,,,,,,
gesten,2,gesen,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
rot,2,rot,ADV,,,,,,,,Pos,,,,,
hassen,2,hassen,VERB,,,,Inf,,,,,,,,,
wehen,2,wehen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
mumpitz,2,Mumpitz,PROPN,Sing,Nom,,,,,,,,,,,
brauchte,2,brauchen,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
information,2,information,NOUN,Sing,Nom,Fem,,,,,,,,,,
loszulegen,2,loslegen,VERB,,,,Inf,,,,,,,,,
abriegeln,2,abriegeln,VERB,,,,Inf,,,,,,,,,
unserer,2,unser,DET,Sing,Dat,Fem,,,,,,Prs,,Yes,,
cyber,2,Cyber,PROPN,Sing,Nom,,,,,,,,,,,
legion,2,Legion,NOUN,Sing,Nom,Fem,,,,,,,,,,
quadranten,2,quadranten,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
jagte,2,jagen,VERB,Sing,,,Fin,3,Sub,Past,,,,,,
preisen,2,preisen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
erinnerung,2,Erinnerung,NOUN,Sing,Nom,Fem,,,,,,,,,,
interagieren,2,interagieren,VERB,,,,Inf,,,,,,,,,
kopflos,2,kopflos,ADV,,,,,,,,Pos,,,,,
sitz,2,Sitz,NOUN,Sing,Nom,Masc,,,,,,,,,,
glaubens,2,Glauben,ADV,,,,,,,,,,,,,
bucket,2,Bucket,NOUN,Sing,Nom,Neut,,,,,,,,,,
verzichten,2,verzichten,VERB,,,,Inf,,,,,,,,,
orden,2,ord,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
mylady,2,mylady,NOUN,Sing,Nom,Fem,,,,,,,,,,
alte,2,alt,ADJ,Plur,Nom,Neut,,,,,Pos,,,,,
jenny,2,Jenny,X,,,,,,,,,,,,,
null,2,null,NUM,,,,,,,,,,,,,
komma,2,Komma,PROPN,Sing,Nom,,,,,,,,,,,
strafe,2,Strafe,NOUN,Sing,Nom,Fem,,,,,,,,,,
begegnet,2,begegnen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
stevie,2,Stevie,NOUN,Sing,Nom,Neut,,,,,,,,,,
wonder,2,wond,NOUN,Plur,Nom,Neut,,,,,,,,,,
schulden,2,schulden,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
geschichten,2,geschichten,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
sprichwort,2,Sprichwort,NOUN,Sing,Nom,Masc,,,,,,,,,,
phantom,2,phantom,ADV,,,,,,,,,,,,,
trickster,2,Trickster,NOUN,Plur,Nom,Neut,,,,,,,,,,
sprache,2,Sprache,NOUN,Sing,Nom,Fem,,,,,,,,,,
monk,2,Monk,PROPN,Sing,Nom,Masc,,,,,,,,,,
hunger,2,Hunger,NOUN,Sing,Nom,Masc,,,,,,,,,,
gewinnt,2,gewinnen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
davonlaufen,2,davonlaufen,VERB,,,,Inf,,,,,,,,,
wut,2,Wut,NOUN,Sing,Nom,Fem,,,,,,,,,,
williams,2,williams,PROPN,Sing,Nom,Masc,,,,,,,,,,
spreche,2,sprechen,ADJ,Plur,Nom,Masc,,,,,Pos,,,,,
knuddeln,2,knuddeln,VERB,,,,Inf,,,,,,,,,
avatar,2,Avatar,PROPN,Sing,Nom,Neut,,,,,,,,,,
worte,2,Wort,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
plus,2,plus,CCONJ,,,,,,,,,,,,,
vortex,2,vortex,ADV,,,,,,,,Pos,,,,,
anfang,2,Anfang,NOUN,Sing,Acc,Masc,,,,,,,,,,
registriert,2,registrieren,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
instinkte,2,instinken,NOUN,Plur,Nom,Masc,,,,,,,,,,
kampf,2,Kampf,NOUN,Sing,Nom,Masc,,,,,,,,,,
aufgewacht,2,aufwachen,VERB,,,,Part,,,,,,,,,
rannten,2,rannen,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
schlimm,1,schlimm,ADV,,,,,,,,Pos,,,,,
aufgrund,1,aufgrund,ADP,,,,,,,,,,,,,
intervention,1,Intervention,NOUN,Sing,Nom,Fem,,,,,,,,,,
unbekannte,1,unbekannt,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
verhandlung,1,Verhandlung,NOUN,Sing,Nom,Fem,,,,,,,,,,
eingekerkert,1,eingekerkeren,VERB,,,,Part,,,,,,,,,
berichten,1,berichten,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
magische,1,magisch,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
kugel,1,Kugel,PROPN,Sing,Nom,,,,,,,,,,,
durchmesser,1,durchmesse,NOUN,Sing,Nom,Masc,,,,,,,,,,
kommandanten,1,kommandanen,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
gestrichen,1,streichen,VERB,,,,Part,,,,,,,,,
absichtlich,1,absichtlich,ADV,,,,,,,,Pos,,,,,
anzuziehen,1,anzuziehen,VERB,,,,Inf,,,,,,,,,
witzen,1,witzen,VERB,,,,Inf,,,,,,,,,
zuzuwinken,1,zuzuwinken,VERB,,,,Inf,,,,,,,,,
monaten,1,Monat,NOUN,Plur,Dat,Masc,,,,,,,,,,
einladung,1,Einladung,NOUN,Sing,Nom,Fem,,,,,,,,,,
unterschrieben,1,unterschreiben,VERB,,,,Part,,,,,,,,,
packt,1,packen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
ginge,1,gehen,VERB,Sing,,,Fin,3,Sub,Past,,,,,,
howdy,1,Howdy,NOUN,Sing,Nom,Fem,,,,,,,,,,
stalker,1,Stalker,PROPN,Sing,Nom,Masc,,,,,,,,,,
flirt,1,flirt,VERB,Sing,,,Fin,3,Sub,Past,,,,,,
ehemann,1,Ehemann,NOUN,Sing,Nom,Masc,,,,,,,,,,
stetson,1,Stetson,PROPN,Sing,Nom,Masc,,,,,,,,,,
stetsons,1,Stetson,X,,,,,,,,,,Yes,,,
angebetet,1,angebeten,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
statuen,1,statuen,VERB,,,,Inf,,,,,,,,,
baut,1,bauen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
damm,1,damm,NOUN,Sing,Nom,Neut,,,,,,,,,,
zeitreisende,1,zeitreisend,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
reihenfolge,1,Reihenfolge,NOUN,Sing,Nom,Fem,,,,,,,,,,
ganzes,1,ganz,ADJ,Sing,Nom,Neut,,,,,Pos,,,,,
stehenzubleiben,1,stehenzubleiben,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
picknick,1,Picknick,X,,,,,,,,,,,,,
anderem,1,anderer,PRON,Sing,Dat,Neut,,,,,,Ind,,,,
nagelneuem,1,nagelneuem,ADV,,,,,,,,,,,,,
trinkst,1,trinksen,VERB,,,,Part,,,,,,,,,
grauenhaft,1,Grauenhaft,ADV,,,,,,,,Pos,,,,,
kaugummis,1,Kaugummi,ADV,,,,,,,,,,,,,
schmecken,1,schmecken,VERB,,,,Inf,,,,,,,,,
kilo,1,Kilo,NOUN,Sing,Nom,Neut,,,,,,,,,,
zugelegt,1,zulegen,VERB,,,,Part,,,,,,,,,
anzusehen,1,ansehen,VERB,,,,Inf,,,,,,,,,
silberfarbenen,1,silberfarbenen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
konntet,1,konnten,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
mitte,1,Mitte,NOUN,Sing,Nom,Fem,,,,,,,,,,
regenerationszyklus,1,Regenerationszyklus,X,,,,,,,,,,Yes,,,
duplikat,1,duplikat,NOUN,Sing,Nom,Neut,,,,,,,,,,
ersparen,1,ersparen,VERB,,,,Inf,,,,,,,,,
benzin,1,Benzin,NOUN,Sing,Nom,Neut,,,,,,,,,,
imperien,1,imperien,NOUN,Plur,Nom,Fem,,,,,,,,,,
verdammter,1,verdammt,NOUN,Sing,Nom,Masc,,,,,,,,,,
aufgetragen,1,aufgetragen,VERB,,,,Inf,,,,,,,,,
boot,1,Boot,NOUN,Sing,Nom,Neut,,,,,,,,,,
hergekommen,1,hergekommen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
demselben,1,derselbe,PRON,Sing,Dat,Masc,,,,,,Dem,,,,
nummerierte,1,nummerieren,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
geplant,1,planen,VERB,,,,Part,,,,,,,,,
redet,1,reden,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
gesessen,1,sitzen,NOUN,Plur,Nom,Fem,,,,,,,,,,
irgendein,1,irgendein,DET,Sing,Nom,Masc,,,,,,Ind,,,,
verschickte,1,verschicken,NOUN,Plur,Nom,Masc,,,,,,,,,,
rufst,1,rufst,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
vertraust,1,Vertraust,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
nummer,1,Nummer,NOUN,Sing,Nom,Fem,,,,,,,,,,
meisten,1,meister,PRON,,,,,,,,,Ind,,,,
pflegen,1,pflegen,VERB,,,,Inf,,,,,,,,,
spezielles,1,spezieller,ADJ,Sing,Nom,Neut,,,,,Pos,,,,,
stroh,1,Stroh,PROPN,Sing,Nom,Masc,,,,,,,,,,
pepp,1,Pepp,ADV,,,,,,,,Pos,,,,,
miserabler,1,Miserabler,PROPN,Sing,Nom,,,,,,,,,,,
vergiss,1,vergiss,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
zufall,1,Zufall,NOUN,Sing,Nom,Masc,,,,,,,,,,
einfaches,1,einfach,ADJ,Sing,Nom,Neut,,,,,Pos,,,,,
aussetzer,1,Aussetzer,ADV,,,,,,,,Cmp,,,,,
irgendeinem,1,irgendeinem,PRON,Sing,Dat,,,,,,,Ind,,,,
variante,1,Variante,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
arrangieren,1,arrangieren,VERB,,,,Inf,,,,,,,,,
totenwache,1,totenwach,NOUN,Plur,Nom,Masc,,,,,,,,,,
laden,1,laden,VERB,,,,Inf,,,,,,,,,
selber,1,selber,ADV,,,,,,,,,,,,,
heuert,1,heueren,VERB,,,,Part,,,,,,,,,
interagiert,1,interagieren,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
fairerweise,1,fairerweise,ADV,,,,,,,,,,,,,
explodiert,1,explodieren,VERB,,,,Part,,,,,,,,,
beeindruckt,1,beeindrucken,VERB,,,,Part,,,,,,,,,
abfinden,1,abfinden,VERB,,,,Inf,,,,,,,,,
eigener,1,eigen,ADJ,Sing,Nom,Masc,,,,,Pos,,,,,
schlimmerer,1,Schlimmerer,NOUN,Plur,Nom,Masc,,,,,,,,,,
total,1,total,ADV,,,,,,,,Pos,,,,,
wibbelig,1,wibbelig,ADV,,,,,,,,Pos,,,,,
wubbelig,1,wubbelig,ADV,,,,,,,,Pos,,,,,
langweiliges,1,langweilig,ADJ,Sing,Nom,Neut,,,,,Pos,,,,,
sonntage,1,Sonntage,NOUN,Sing,Nom,Fem,,,,,,,,,,
dienstage,1,Dienstage,PROPN,Sing,Nom,Fem,,,,,,,,,,
donnerstagnachmittage,1,donnerstagnachmittage,ADV,,,,,,,,,,,,,
samstage,1,Samstage,NOUN,Sing,Nom,Fem,,,,,,,,,,
temporale,1,temporal,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
umkipp,1,umkipp,VERB,,,,Part,,,,,,,,,
motte,1,Motte,NOUN,Sing,Nom,Fem,,,,,,,,,,
flamme,1,Flamme,NOUN,Sing,Nom,Fem,,,,,,,,,,
partys,1,Partys,PROPN,Sing,Nom,,,,,,,,,,,
ausgibt,1,ausgeben,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
washington,1,Washington,PROPN,Sing,Nom,Neut,,,,,,,,,,
dc,1,dc,NOUN,Sing,Nom,Neut,,,,,,,,,,
april,1,April,NOUN,Sing,Nom,Masc,,,,,,,,,,
babys,1,Babys,PROPN,Sing,Gen,Neut,,,,,,,,,,
lektion,1,Lektion,NOUN,Sing,Nom,Fem,,,,,,,,,,
aufforderung,1,Aufforderung,NOUN,Sing,Nom,Fem,,,,,,,,,,
euren,1,euren,VERB,,,,Inf,,,,,,,,,
gesichtern,1,sichtern,NOUN,Sing,Nom,Neut,,,,,,,,,,
ernsthaft,1,ernsthaft,ADV,,,,,,,,Pos,,,,,
zwingt,1,zwingen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
vanillepudding,1,vanillepudding,X,,,,,,,,,,Yes,,,
ex,1,ex,X,,,,,,,,,,,,,
rausgeschmissen,1,rausgeschmissen,ADJ,Sing,Nom,Neut,,,,,Sup,,,,,
kompliment,1,Kompliment,NOUN,Sing,Nom,Neut,,,,,,,,,,
sechs,1,sechs,NUM,,,,,,,,,,,,,
privaten,1,privat,ADJ,Plur,Nom,,,,,,Pos,,,,,
geschmeichelt,1,schmeicheln,VERB,,,,Part,,,,,,,,,
richard,1,Richard,PROPN,Sing,Nom,Masc,,,,,,,,,,
milhous,1,milhous,PROPN,Sing,Nom,Neut,,,,,,,,,,
vietnam,1,Vietnam,PROPN,Sing,Nom,Neut,,,,,,,,,,
watergate,1,Watergat,NOUN,Plur,Nom,Masc,,,,,,,,,,
hippie,1,Hippie,PROPN,Sing,Nom,,,,,,,,,,,
erhalte,1,erhalten,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
durchwahl,1,Durchwahl,NOUN,Sing,Nom,Masc,,,,,,,,,,
abends,1,abends,ADV,,,,,,,,,,,,,
weder,1,weder,CCONJ,,,,,,,,,,,,,
einlasse,1,einlasse,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
diskret,1,diskret,ADV,,,,,,,,Pos,,,,,
vorgehen,1,vorgehen,VERB,,,,Inf,,,,,,,,,
zugesehen,1,zusehen,VERB,,,,Part,,,,,,,,,
angefasst,1,angefasst,VERB,,,,Part,,,,,,,,,
lernen,1,lernen,VERB,,,,Inf,,,,,,,,,
kurzen,1,kurz,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
who,1,who,AUX,Sing,,,Fin,3,Ind,Past,,,,,,
stadt,1,Stadt,NOUN,Sing,Nom,Fem,,,,,,,,,,
landes,1,Land,NOUN,Sing,Gen,Neut,,,,,,,,,,
angerufen,1,anrufen,VERB,,,,Part,,,,,,,,,
anrufe,1,Anruf,NOUN,Plur,Nom,Masc,,,,,,,,,,
beteiligt,1,beteiligen,VERB,,,,Part,,,,,,,,,
niemandem,1,niemand,PRON,Sing,Dat,Masc,,,,,,Ind,,,,
schlechter,1,schlecht,ADV,,,,,,,,Cmp,,,,,
zeitpunkt,1,Zeitpunkt,NOUN,Sing,Acc,Masc,,,,,,,,,,
ovale,1,oval,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
rechteckigen,1,Rechteckig,NOUN,Plur,Nom,Fem,,,,,,,,,,
gepriesen,1,preisen,VERB,,,,Part,,,,,,,,,
hinbekommen,1,hinbekommen,VERB,,,,Inf,,,,,,,,,
sicherste,1,sicher,ADJ,Sing,Nom,Fem,,,,,Sup,,,,,
spaziert,1,spazieren,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
geparkt,1,parken,VERB,,,,Part,,,,,,,,,
undercover,1,undercover,ADJ,Sing,Nom,Fem,,,,,Cmp,,,,,
agent,1,agent,NOUN,Sing,Nom,Neut,,,,,,,,,,
ausgeliehen,1,ausgeliehen,VERB,,,,Inf,,,,,,,,,
topagenten,1,topagenten,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
nase,1,Nase,NOUN,Sing,Nom,Fem,,,,,,,,,,
robinson,1,Robinson,PROPN,Sing,Nom,Masc,,,,,,,,,,
langweilige,1,langweilig,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
einbrechern,1,einbrechern,VERB,,,,Inf,,,,,,,,,
reingetragen,1,reingetragen,VERB,,,,Inf,,,,,,,,,
einbrecher,1,einbrech,ADV,,,,,,,,Cmp,,,,,
eindeutige,1,eindeutig,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
spazierte,1,spazieren,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
dreien,1,dreien,NOUN,Sing,Nom,Neut,,,,,,,,,,
vorbeiging,1,vorbeiging,PROPN,Sing,Nom,,,,,,,,,,,
liefert,1,liefern,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
empfehlen,1,empfehlen,VERB,,,,Inf,,,,,,,,,
peterson,1,Peterson,PROPN,Sing,Nom,Masc,,,,,,,,,,
bereitschaft,1,Bereitschaft,NOUN,Sing,Nom,Fem,,,,,,,,,,
kanne,1,Kanne,NOUN,Sing,Nom,Fem,,,,,,,,,,
kaffee,1,Kaffee,NOUN,Sing,Nom,Masc,,,,,,,,,,
jammie,1,Jammie,NOUN,Sing,Nom,Fem,,,,,,,,,,
dodgers,1,dodgers,PROPN,Sing,Gen,,,,,,,,,,,
woran,1,woran,ADV,,,,,,,,,Int,,,,
dauer,1,Dauer,NOUN,Sing,Nom,Fem,,,,,,,,,,
vorgangs,1,vorgangs,ADV,,,,,,,,,,,,,
oval,1,Oval,NOUN,Sing,Nom,Neut,,,,,,,,,,
schaffe,1,schaffen,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
lampen,1,lampen,VERB,,,,Inf,,,,,,,,,
rangehen,1,rangehen,VERB,,,,Inf,,,,,,,,,
herkommen,1,herkommen,VERB,,,,Inf,,,,,,,,,
nachdenkt,1,nachdenken,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
genie,1,Genie,NOUN,Sing,Nom,Fem,,,,,,,,,,
nachnamen,1,Nachname,NOUN,Plur,Nom,Masc,,,,,,,,,,
dreier,1,Dreier,NOUN,Sing,Nom,Masc,,,,,,,,,,
